Series Name,Series Code,Country Name,Country Code,2018 [YR2018]
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Venezuela, RB",VEN,88.208
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Vietnam,VNM,35.919
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Virgin Islands (U.S.),VIR,95.721
Urban population (% of total population),SP.URB.TOTL.IN.ZS,West Bank and Gaza,PSE,76.164
Urban population (% of total population),SP.URB.TOTL.IN.ZS,"Yemen, Rep.",YEM,36.642
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Zambia,ZMB,43.521
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Zimbabwe,ZWE,32.209
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Arab World,ARB,58.9254185931391
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Caribbean small states,CSS,51.1993615776132
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Central Europe and the Baltics,CEB,62.3320760627627
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Early-demographic dividend,EAR,45.1312566986719
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,59.0527886714373
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific (excluding high income),EAP,55.6335882382637
Urban population (% of total population),SP.URB.TOTL.IN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,55.5550920185359
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Euro area,EMU,76.9917327106284
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,72.1835105010589
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia (excluding high income),ECA,66.9473805143823
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,66.2868323125935
Urban population (% of total population),SP.URB.TOTL.IN.ZS,European Union,EUU,74.515699074244
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Fragile and conflict affected situations,FCS,44.9366209619945
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Heavily indebted poor countries (HIPC),HPC,36.0084652627508
Urban population (% of total population),SP.URB.TOTL.IN.ZS,High income,HIC,81.3349783647456
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IBRD only,IBD,55.0124279996674
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA & IBRD total,IBT,50.4222017748257
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA blend,IDB,42.3804250236419
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA only,IDX,34.3159699173835
Urban population (% of total population),SP.URB.TOTL.IN.ZS,IDA total,IDA,37.0518650600215
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Late-demographic dividend,LTE,62.4450990246255
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,80.5832909863671
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & Caribbean (excluding high income),LAC,80.4016255969999
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,80.6014123164288
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Least developed countries: UN classification,LDC,33.568060082099
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Low & middle income,LMY,50.3278442398155
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Low income,LIC,32.5722038899212
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Lower middle income,LMC,40.5078897764183
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa,MEA,65.3719743231147
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa (excluding high income),MNA,61.5905475175283
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,61.4145429982846
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Middle income,MIC,52.5342574698536
Urban population (% of total population),SP.URB.TOTL.IN.ZS,North America,NAC,82.1731548388538
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Not classified,INX,..
Urban population (% of total population),SP.URB.TOTL.IN.ZS,OECD members,OED,80.5933075710504
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Other small states,OSS,62.1180381474502
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pacific island small states,PSS,38.7813441179116
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Post-demographic dividend,PST,81.2806947844979
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Pre-demographic dividend,PRE,41.2269515142477
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Small states,SST,58.7244240705329
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Asia,SAS,33.9923612456427
Urban population (% of total population),SP.URB.TOTL.IN.ZS,South Asia (IDA & IBRD),TSA,33.9923612456427
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,40.1768233729515
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (excluding high income),SSA,40.175341337803
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,40.1768233729515
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Upper middle income,UMC,66.2333682980853
Urban population (% of total population),SP.URB.TOTL.IN.ZS,World,WLD,55.2705785486132
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/09/2020,,,,
